Date,Year,Month,MY10Y,CPI,CSENT,IPM,HOUSE,UNEMP,SP500
2006-09-30,2006,9,4.64,202.8,85.4,102.4408,1016.0,4.5,1335.8499755859375
2006-10-31,2006,10,4.61,201.9,93.6,101.9725,941.0,4.4,1377.93994140625
2006-11-30,2006,11,4.46,202.0,92.1,102.1103,1003.0,4.5,1400.6300048828125
2006-12-31,2006,12,4.71,203.1,91.7,103.6744,998.0,4.4,1418.300048828125
2007-01-31,2007,1,4.83,203.437,96.9,103.3066,891.0,4.6,1438.239990234375
2007-02-28,2007,2,4.56,204.226,91.3,103.6888,828.0,4.5,1406.8199462890625
2007-03-31,2007,3,4.65,205.288,88.4,104.5936,833.0,4.4,1420.8599853515625
2007-04-30,2007,4,4.63,205.904,87.1,105.2765,887.0,4.5,1482.3699951171875
2007-05-31,2007,5,4.9,206.755,88.3,105.2236,842.0,4.4,1530.6199951171875
2007-06-30,2007,6,5.03,207.234,85.3,105.6354,793.0,4.6,1503.3499755859375
2007-07-31,2007,7,4.78,207.603,90.4,105.6596,778.0,4.7,1455.27001953125
2007-08-31,2007,8,4.54,207.667,83.4,105.4136,699.0,4.6,1473.989990234375
2007-09-30,2007,9,4.59,208.547,83.4,105.7843,686.0,4.7,1526.75
2007-10-31,2007,10,4.48,209.19,80.9,105.6376,727.0,4.7,1549.3800048828125
2007-11-30,2007,11,3.97,210.834,76.1,106.2478,641.0,4.7,1481.1400146484375
2007-12-31,2007,12,4.04,211.445,75.5,106.4202,619.0,5.0,1468.3599853515625
2008-01-31,2008,1,3.67,212.174,78.4,106.197,627.0,5.0,1378.550048828125
2008-02-29,2008,2,3.53,212.687,70.8,105.4342,593.0,4.9,1330.6300048828125
2008-03-31,2008,3,3.45,213.448,69.5,104.9953,535.0,5.1,1322.699951171875
2008-04-30,2008,4,3.77,213.942,62.6,103.9181,536.0,5.0,1385.5899658203125
2008-05-31,2008,5,4.06,215.208,59.8,103.352,504.0,5.4,1400.3800048828125
2008-06-30,2008,6,3.99,217.463,56.4,102.6092,487.0,5.6,1280.0
2008-07-31,2008,7,3.99,219.016,61.2,101.4802,477.0,5.8,1267.3800048828125
2008-08-31,2008,8,3.83,218.69,63.0,100.1576,435.0,6.1,1282.8299560546875
2008-09-30,2008,9,3.85,218.877,70.3,96.5984,433.0,6.1,1166.3599853515625
2008-10-31,2008,10,4.01,216.995,57.6,96.0628,393.0,6.5,968.75
2008-11-30,2008,11,2.93,213.153,55.3,93.6634,389.0,6.8,896.239990234375
2008-12-31,2008,12,2.25,211.398,60.1,90.4392,377.0,7.3,903.25
2009-01-31,2009,1,2.87,211.933,61.2,87.4945,336.0,7.8,825.8800048828125
2009-02-28,2009,2,3.02,212.705,56.3,87.4963,372.0,8.3,735.0900268554688
2009-03-31,2009,3,2.71,212.495,57.3,85.991,339.0,8.7,797.8699951171875
2009-04-30,2009,4,3.16,212.709,65.1,85.4388,337.0,9.0,872.8099975585938
2009-05-31,2009,5,3.47,213.022,68.7,84.5547,376.0,9.4,919.1400146484375
2009-06-30,2009,6,3.53,214.79,70.8,84.3589,393.0,9.5,919.3200073242188
2009-07-31,2009,7,3.52,214.726,66.0,85.8242,411.0,9.5,987.47998046875
2009-08-31,2009,8,3.4,215.445,65.7,86.8487,418.0,9.6,1020.6199951171875
2009-09-30,2009,9,3.31,215.861,73.5,87.7524,386.0,9.8,1057.0799560546875
2009-10-31,2009,10,3.41,216.509,70.6,87.7749,396.0,10.0,1036.18994140625
2009-11-30,2009,11,3.21,217.234,67.4,88.6968,375.0,9.9,1095.6300048828125
2009-12-31,2009,12,3.85,217.347,72.5,88.5461,352.0,9.9,1115.0999755859375
2010-01-31,2010,1,3.63,217.488,74.4,89.5541,345.0,9.8,1073.8699951171875
2010-02-28,2010,2,3.61,217.281,73.6,89.5639,336.0,9.8,1104.489990234375
2010-03-31,2010,3,3.84,217.353,73.6,90.7848,381.0,9.9,1169.4300537109375
2010-04-30,2010,4,3.69,217.403,72.2,91.6014,422.0,9.9,1186.68994140625
2010-05-31,2010,5,3.31,217.29,73.6,92.8207,280.0,9.6,1089.4100341796875
2010-06-30,2010,6,2.97,217.199,76.0,92.8011,305.0,9.4,1030.7099609375
2010-07-31,2010,7,2.94,217.605,67.8,93.3187,283.0,9.4,1101.5999755859375
2010-08-31,2010,8,2.47,217.923,68.9,93.5052,282.0,9.5,1049.3299560546875
2010-09-30,2010,9,2.53,218.275,68.2,93.6096,317.0,9.5,1141.199951171875
2010-10-31,2010,10,2.63,219.035,67.7,93.6585,291.0,9.4,1183.260009765625
2010-11-30,2010,11,2.81,219.59,71.6,93.7857,287.0,9.8,1180.550048828125
2010-12-31,2010,12,3.3,220.472,74.5,94.2746,326.0,9.3,1257.6400146484375
2011-01-31,2011,1,3.42,221.187,74.2,94.3843,307.0,9.1,1286.1199951171875
2011-02-28,2011,2,3.42,221.898,77.5,94.5427,270.0,9.0,1327.219970703125
2011-03-31,2011,3,3.47,223.046,67.5,95.2078,300.0,9.0,1325.8299560546875
2011-04-30,2011,4,3.32,224.093,69.8,94.64,310.0,9.1,1363.6099853515625
2011-05-31,2011,5,3.05,224.806,74.3,94.6447,305.0,9.0,1345.199951171875
2011-06-30,2011,6,3.18,224.806,71.5,94.764,301.0,9.1,1320.6400146484375
2011-07-31,2011,7,2.82,225.395,63.7,95.2936,296.0,9.0,1292.280029296875
2011-08-31,2011,8,2.23,226.106,55.8,95.7373,299.0,9.0,1218.8900146484375
2011-09-30,2011,9,1.92,226.597,59.5,95.9999,304.0,9.0,1131.4200439453125
2011-10-31,2011,10,2.17,226.75,60.8,96.5314,316.0,8.8,1253.300048828125
2011-11-30,2011,11,2.08,227.169,63.7,96.3462,328.0,8.6,1246.9599609375
2011-12-31,2011,12,1.89,227.223,69.9,96.987,341.0,8.5,1257.5999755859375
2012-01-31,2012,1,1.83,227.842,75.0,97.8931,335.0,8.3,1312.4100341796875
2012-02-29,2012,2,1.98,228.329,75.3,98.3347,366.0,8.3,1365.6800537109375
2012-03-31,2012,3,2.23,228.807,76.2,97.8101,354.0,8.2,1408.469970703125
2012-04-30,2012,4,1.95,229.187,76.4,98.3497,354.0,8.2,1397.9100341796875
2012-05-31,2012,5,1.59,228.713,79.3,98.0487,370.0,8.2,1310.3299560546875
2012-06-30,2012,6,1.67,228.524,73.2,98.404,360.0,8.2,1362.1600341796875
2012-07-31,2012,7,1.51,228.59,72.3,98.2197,369.0,8.2,1379.3199462890625
2012-08-31,2012,8,1.57,229.918,74.3,98.1211,375.0,8.1,1406.5799560546875
2012-09-30,2012,9,1.65,231.015,78.3,97.9241,385.0,7.8,1440.6700439453125
2012-10-31,2012,10,1.72,231.638,82.6,97.7459,358.0,7.8,1412.1600341796875
2012-11-30,2012,11,1.62,231.249,82.7,98.3578,392.0,7.7,1416.1800537109375
2012-12-31,2012,12,1.78,231.221,72.9,99.0949,399.0,7.9,1426.18994140625
2013-01-31,2013,1,2.02,231.679,73.8,98.8732,446.0,8.0,1498.1099853515625
2013-02-28,2013,2,1.89,232.937,77.6,99.3304,447.0,7.7,1514.6800537109375
2013-03-31,2013,3,1.87,232.282,78.6,99.274,444.0,7.5,1569.18994140625
2013-04-30,2013,4,1.7,231.797,76.4,98.9266,441.0,7.6,1597.5699462890625
2013-05-31,2013,5,2.16,231.893,84.5,99.2249,428.0,7.5,1630.739990234375
2013-06-30,2013,6,2.52,232.445,84.1,99.4585,470.0,7.5,1606.280029296875
2013-07-31,2013,7,2.6,232.9,85.1,98.5933,375.0,7.3,1685.72998046875
2013-08-31,2013,8,2.78,233.456,82.1,99.4251,381.0,7.2,1632.969970703125
2013-09-30,2013,9,2.64,233.544,77.5,99.4882,403.0,7.2,1681.550048828125
2013-10-31,2013,10,2.57,233.669,73.2,99.6624,444.0,7.2,1756.5400390625
2013-11-30,2013,11,2.75,234.1,75.1,99.6732,446.0,6.9,1805.81005859375
2013-12-31,2013,12,3.04,234.719,82.5,99.4981,433.0,6.7,1848.3599853515625
2014-01-31,2014,1,2.67,235.288,81.2,98.405,443.0,6.6,1782.5899658203125
2014-02-28,2014,2,2.66,235.547,81.6,99.3374,420.0,6.7,1859.449951171875
2014-03-31,2014,3,2.73,236.028,80.0,100.2632,405.0,6.7,1872.3399658203125
2014-04-30,2014,4,2.67,236.468,84.1,100.2376,403.0,6.2,1883.949951171875
2014-05-31,2014,5,2.48,236.918,81.9,100.5369,451.0,6.3,1923.5699462890625
2014-06-30,2014,6,2.53,237.231,82.5,100.8518,418.0,6.1,1960.22998046875
2014-07-31,2014,7,2.58,237.498,81.8,101.3151,402.0,6.2,1930.6700439453125
2014-08-31,2014,8,2.35,237.46,82.5,100.7684,456.0,6.1,2003.3699951171875
2014-09-30,2014,9,2.52,237.477,84.6,100.8476,470.0,5.9,1972.2900390625
2014-10-31,2014,10,2.35,237.43,86.9,100.7615,476.0,5.7,2018.050048828125
2014-11-30,2014,11,2.18,236.983,88.8,101.4837,442.0,5.8,2067.56005859375
2014-12-31,2014,12,2.17,236.252,93.6,101.2882,497.0,5.6,2058.89990234375
2015-01-31,2015,1,1.68,234.747,98.1,100.7044,515.0,5.7,1994.989990234375
2015-02-28,2015,2,2.0,235.342,95.4,99.9269,540.0,5.5,2104.5
2015-03-31,2015,3,1.94,235.976,93.0,100.2643,480.0,5.4,2067.889892578125
2015-04-30,2015,4,2.05,236.222,95.9,100.2283,502.0,5.4,2085.510009765625
2015-05-31,2015,5,2.12,237.001,90.7,100.2325,502.0,5.6,2107.389892578125
2015-06-30,2015,6,2.35,237.657,96.1,99.8508,480.0,5.3,2063.110107421875
2015-07-31,2015,7,2.2,238.034,93.1,100.5549,506.0,5.2,2103.840087890625
2015-08-31,2015,8,2.21,238.033,91.9,100.2821,518.0,5.1,1972.1800537109375
2015-09-30,2015,9,2.06,237.498,87.2,100.0365,456.0,5.0,1920.030029296875
2015-10-31,2015,10,2.16,237.733,90.0,99.8987,482.0,5.0,2079.360107421875
2015-11-30,2015,11,2.21,238.017,91.3,99.6076,504.0,5.1,2080.409912109375
2015-12-31,2015,12,2.27,237.761,92.6,99.3351,546.0,5.0,2043.93994140625
2016-01-31,2016,1,1.94,237.652,92.0,99.7682,505.0,4.8,1940.239990234375
2016-02-29,2016,2,1.74,237.336,91.7,99.4033,517.0,4.9,1932.22998046875
2016-03-31,2016,3,1.78,238.08,91.0,99.3585,532.0,5.0,2059.739990234375
2016-04-30,2016,4,1.83,238.992,89.0,99.1874,576.0,5.1,2065.300048828125
2016-05-31,2016,5,1.84,239.557,94.7,99.1171,571.0,4.8,2096.949951171875
2016-06-30,2016,6,1.49,240.222,93.5,99.3878,557.0,4.9,2098.860107421875
2016-07-31,2016,7,1.46,240.101,90.0,99.412,628.0,4.8,2173.60009765625
2016-08-31,2016,8,1.58,240.545,89.8,99.0898,575.0,4.9,2170.949951171875
2016-09-30,2016,9,1.6,241.176,91.2,99.2957,558.0,5.0,2168.27001953125
2016-10-31,2016,10,1.84,241.741,87.2,99.4435,575.0,4.9,2126.14990234375
2016-11-30,2016,11,2.37,242.026,93.8,99.3672,571.0,4.7,2198.81005859375
2016-12-31,2016,12,2.45,242.637,98.2,99.4003,561.0,4.7,2238.830078125
2017-01-31,2017,1,2.45,243.618,98.5,99.5906,573.0,4.7,2278.8701171875
2017-02-28,2017,2,2.36,244.006,96.3,99.5106,587.0,4.6,2363.639892578125
2017-03-31,2017,3,2.4,243.892,96.9,99.1665,632.0,4.4,2362.719970703125
2017-04-30,2017,4,2.29,244.193,97.0,100.3106,598.0,4.4,2384.199951171875
2017-05-31,2017,5,2.21,244.004,97.1,100.1435,635.0,4.4,2411.800048828125
2017-06-30,2017,6,2.31,244.163,95.0,100.1691,619.0,4.3,2423.409912109375
2017-07-31,2017,7,2.3,244.243,93.4,99.7969,572.0,4.3,2470.300048828125
2017-08-31,2017,8,2.12,245.183,96.8,99.6024,556.0,4.4,2471.64990234375
2017-09-30,2017,9,2.33,246.435,95.1,99.6423,637.0,4.3,2519.360107421875
2017-10-31,2017,10,2.38,246.626,100.7,100.6969,626.0,4.2,2575.260009765625
2017-11-30,2017,11,2.42,247.284,98.5,100.809,711.0,4.2,2647.580078125
2017-12-31,2017,12,2.4,247.805,95.9,100.5616,630.0,4.1,2673.610107421875
2018-01-31,2018,1,2.72,248.859,95.7,100.142,590.0,4.0,2823.81005859375
2018-02-28,2018,2,2.87,249.529,99.7,101.1868,618.0,4.1,2713.830078125
2018-03-31,2018,3,2.74,249.577,101.4,101.1026,679.0,4.0,2640.8701171875
2018-04-30,2018,4,2.95,250.227,98.8,101.825,642.0,4.0,2648.050048828125
2018-05-31,2018,5,2.83,250.792,98.0,100.9561,662.0,3.8,2705.27001953125
2018-06-30,2018,6,2.85,251.018,98.2,101.6835,636.0,4.0,2718.3701171875
2018-07-31,2018,7,2.96,251.214,97.9,101.6938,628.0,3.8,2816.2900390625
2018-08-31,2018,8,2.86,251.663,96.2,102.0176,593.0,3.8,2901.52001953125
2018-09-30,2018,9,3.05,252.182,100.1,102.0249,595.0,3.7,2913.97998046875
2018-10-31,2018,10,3.15,252.772,98.6,101.5511,554.0,3.8,2711.739990234375
2018-11-30,2018,11,3.01,252.594,97.5,101.278,625.0,3.8,2760.169921875
2018-12-31,2018,12,2.69,252.767,98.3,101.6213,546.0,3.9,2506.85009765625
2019-01-31,2019,1,2.63,252.718,91.2,100.7582,591.0,4.0,2704.10009765625
2019-02-28,2019,2,2.73,253.322,93.8,100.2292,638.0,3.8,2784.489990234375
2019-03-31,2019,3,2.41,254.202,98.4,99.9469,705.0,3.8,2834.39990234375
2019-04-30,2019,4,2.51,255.211,97.2,99.3231,695.0,3.6,2945.830078125
2019-05-31,2019,5,2.14,255.29,100.0,99.3831,602.0,3.7,2752.06005859375
2019-06-30,2019,6,2.0,255.159,98.2,99.7831,763.0,3.6,2941.760009765625
2019-07-31,2019,7,2.02,255.685,98.4,99.106,669.0,3.7,2980.3798828125
2019-08-31,2019,8,1.5,256.059,89.8,99.7898,720.0,3.7,2926.4599609375
2019-09-30,2019,9,1.68,256.511,93.2,99.1318,715.0,3.5,2976.739990234375
2019-10-31,2019,10,1.69,257.244,95.5,98.2088,721.0,3.6,3037.56005859375
2019-11-30,2019,11,1.78,257.803,96.8,99.1039,710.0,3.6,3140.97998046875
2019-12-31,2019,12,1.92,258.616,99.3,99.151,693.0,3.6,3230.780029296875
2020-01-31,2020,1,1.51,259.037,99.8,98.9116,685.0,3.5,3225.52001953125
2020-02-29,2020,2,1.13,259.248,101.0,99.1331,699.0,3.5,2954.219970703125
2020-03-31,2020,3,0.7,258.124,89.1,94.6074,609.0,4.4,2584.590087890625
2020-04-30,2020,4,0.64,256.092,71.8,79.9421,569.0,14.7,2912.429931640625
2020-05-31,2020,5,0.65,255.868,72.3,83.488,696.0,13.2,3044.31005859375
2020-06-30,2020,6,0.66,256.986,78.1,90.0242,936.0,11.0,3100.2900390625
2020-07-31,2020,7,0.55,258.278,72.5,93.2612,1019.0,10.2,3271.1201171875
2020-08-31,2020,8,0.72,259.411,74.1,94.5193,1029.0,8.4,3500.31005859375
2020-09-30,2020,9,0.69,260.029,80.4,94.4619,988.0,7.9,3363.0
2020-10-31,2020,10,0.88,260.286,81.8,95.2082,1027.0,6.9,3269.9599609375
2020-11-30,2020,11,0.84,260.813,76.9,95.8115,863.0,6.7,3621.6298828125
2020-12-31,2020,12,0.93,262.035,80.7,96.445,873.0,6.7,3756.070068359375
2021-01-31,2021,1,1.11,262.65,79.0,97.5098,901.0,6.3,3714.239990234375
2021-02-28,2021,2,1.44,263.638,76.8,93.5276,765.0,6.2,3811.14990234375
2021-03-31,2021,3,1.74,264.914,84.9,96.3978,850.0,6.1,3972.889892578125
2021-04-30,2021,4,1.65,266.67,88.3,96.5859,810.0,6.1,4181.169921875
2021-05-31,2021,5,1.58,268.444,82.9,97.6843,715.0,5.8,4204.10986328125
2021-06-30,2021,6,1.45,270.559,85.5,97.6806,716.0,5.9,4297.5
2021-07-31,2021,7,1.24,271.764,81.2,98.6887,760.0,5.4,4395.259765625
2021-08-31,2021,8,1.3,272.87,70.3,98.3313,690.0,5.2,4522.68017578125
2021-09-30,2021,9,1.52,274.028,72.8,97.4235,742.0,4.8,4307.5400390625
2021-10-31,2021,10,1.55,276.522,71.7,98.755,680.0,4.5,4605.3798828125
2021-11-30,2021,11,1.43,278.711,67.4,99.6404,772.0,4.2,4567.0
2021-12-31,2021,12,1.52,280.887,70.6,99.617,830.0,3.9,4766.18017578125
2022-01-31,2022,1,1.79,282.599,67.2,99.0596,810.0,4.0,4515.5498046875
2022-02-28,2022,2,1.83,284.61,62.8,100.2304,773.0,3.8,4373.93994140625
2022-03-31,2022,3,2.32,287.472,59.4,101.0107,707.0,3.6,4530.41015625
2022-04-30,2022,4,2.89,288.611,65.2,101.1941,611.0,3.6,4131.93017578125
2022-05-31,2022,5,2.85,291.268,58.4,100.863,636.0,3.6,4132.14990234375
2022-06-30,2022,6,2.98,294.728,50.0,100.4645,563.0,3.6,3785.3798828125
2022-07-31,2022,7,2.67,294.628,51.5,100.7345,543.0,3.5,4130.2900390625
2022-08-31,2022,8,3.15,295.32,58.2,100.9427,638.0,3.7,3955.0
2022-09-30,2022,9,3.83,296.539,58.6,101.1402,567.0,3.5,3585.6201171875
2022-10-31,2022,10,4.1,297.987,59.9,101.2339,577.0,3.7,3871.97998046875
2022-11-30,2022,11,3.68,298.598,56.7,100.4743,582.0,3.6,4080.110107421875
2022-12-31,2022,12,3.88,298.99,59.8,98.313,636.0,3.5,3839.5
2023-01-31,2023,1,3.52,300.536,64.9,99.924,649.0,3.4,4076.60009765625
2023-02-28,2023,2,3.92,301.648,66.9,100.2713,625.0,3.6,3970.14990234375
2023-03-31,2023,3,3.48,301.808,62.0,99.511,640.0,3.5,4109.31005859375
2023-04-30,2023,4,3.44,302.918,63.7,100.5079,679.0,3.4,4169.47998046875
2023-05-31,2023,5,3.64,303.294,59.0,100.2684,710.0,3.7,4179.830078125
2023-06-30,2023,6,3.81,303.841,64.2,99.6567,683.0,3.6,4450.3798828125
2023-07-31,2023,7,3.97,304.348,71.5,100.067,736.0,3.5,4588.9599609375
2023-08-31,2023,8,4.09,306.269,69.4,99.9799,676.0,3.8,4507.66015625
2023-09-30,2023,9,4.59,307.481,67.9,100.3412,759.0,3.8,4288.0498046875
2023-10-31,2023,10,4.86,,,,,,4117.3701171875
2023-11-30,2023,11,,,,,,,
2023-12-31,2023,12,,,,,,,
